Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
2020-11-08,11042,2.62,1594,2108,2026,2594,2978,3529,3514,3854,3778,3946
2020-11-09,11064,0.68,2592,3069,2039,2958,2809,3160,3895,4482,4341,4684
2020-11-10,9084,0.64,2145,2775,2266,2509,2694,3189,3056,3676,4364,5153
2020-11-11,10045,0.95,2445,3336,2400,2810,3743,4035,3463,3893,3902,4353
2020-11-12,10819,1.55,2259,2799,2430,2724,2363,3067,3600,3910,4373,4602
2020-11-13,9748,2.09,2118,2629,2346,2654,2628,2960,2821,3278,3727,4226
2020-11-14,11287,0.59,1907,2275,2129,2978,3780,4283,3603,4177,3427,4015
2020-11-15,12836,1.32,2114,2564,2792,3337,2690,3308,3312,3523,4297,5110
2020-11-16,9056,0.74,2434,2629,2363,2996,2831,3314,3550,4118,3546,4177
2020-11-17,8342,1.89,2247,2741,2855,3227,3204,3619,3568,4497,3995,4653
2020-11-18,10364,0.27,2050,2443,2194,2937,3144,3923,3423,4138,4571,4553
2020-11-19,10865,0.45,1948,2385,3087,3479,3132,3835,3497,4015,3716,3780
2020-11-20,9722,0.83,2149,2778,2000,2131,3448,4338,3185,3517,3611,3991
2020-11-21,11743,3.3,1840,2386,2495,2902,2712,3034,3463,4138,3714,4364
2020-11-22,8393,1.28,2149,2888,2200,2968,3052,3421,3327,3779,3631,4217
2020-11-23,10831,5.05,1790,2546,2510,2769,2983,3542,3611,4275,3668,4360
2020-11-24,9272,0.16,1893,2351,2206,2845,2736,3458,3511,3915,3538,4122
2020-11-25,12063,0.92,1691,2334,1856,2401,3031,3385,3181,3199,4291,4916
2020-11-26,12391,0.81,1868,2431,2265,3023,3168,4084,3263,3624,3495,4178
2020-11-27,9080,1.38,1794,2417,2978,3602,3175,3621,3262,3803,4195,4853
2020-11-28,9340,2.51,2507,3053,2199,2921,3320,3898,3476,3673,3505,3959
2020-11-29,11031,2.76,1731,2137,2652,3472,2987,3725,3537,4057,4045,4396
2020-11-30,9535,1.66,2115,2669,2501,2885,2697,3100,3470,4223,4266,4468
2020-12-01,9945,1.54,1715,2110,2363,3046,2584,2846,3539,3926,3989,4551
2020-12-02,10030,4.46,2014,2843,3113,3609,2861,3728,3334,3950,3636,4284
2020-12-03,7696,0.73,2086,2748,2405,2865,2594,3190,3258,3620,3986,4557
2020-12-04,9983,2.68,1444,2536,2550,3429,2786,3476,3088,3410,3838,4471
2020-12-05,9172,3.82,1580,2048,2525,3490,2645,3176,3389,4363,3943,4546
2020-12-06,9408,1.01,1713,2404,2972,3479,2803,3751,3311,3332,3613,4318
2020-12-07,11732,1.96,1609,2490,2050,2498,3535,3775,4190,4539,4107,4512
2020-12-08,8492,0.71,2025,2578,3173,4127,2962,3325,4107,4950,3916,4447
2020-12-09,10975,0.26,2072,2584,2955,3439,3471,4087,3643,4105,4228,4644
2020-12-10,9665,1.32,1681,2115,2619,2918,3125,3358,3229,3328,4310,4960
2020-12-11,9664,0.33,2037,2369,2685,3356,2813,3204,3474,3829,4104,4469
2020-12-12,10948,0.92,1872,2555,2431,2757,2963,3485,3579,4032,3903,4173
2020-12-13,10408,3.09,1970,2575,2545,2713,2504,2803,2842,3574,3769,4189
2020-12-14,10684,0.13,1811,2528,2625,2706,2900,3329,3491,3852,3738,4375
2020-12-15,11161,0.05,2146,2874,2227,2473,2606,2791,3100,3758,4099,4234
2020-12-16,9602,1.4,2490,2700,2955,3162,3179,3707,3399,4139,4155,4509
2020-12-17,9265,0.6,2232,2769,2567,2886,2869,3456,3243,3570,3959,4444
2020-12-18,8697,0.81,2418,2959,2542,3189,2908,3390,3470,3939,3996,4464
2020-12-19,9009,0.78,1579,2183,2239,2795,2874,3563,3365,3937,3584,3871
2020-12-20,13538,0.14,1797,2105,2850,3198,3269,4022,3561,4030,4042,4363
2020-12-21,11493,0.01,2169,2762,2486,3115,2733,3009,3724,4152,3861,4322
2020-12-22,8378,3.43,2452,2891,2342,2840,2713,3353,3668,4085,4347,5041
2020-12-23,8413,0.37,2195,2579,2174,2577,3102,3737,4056,4517,4096,4792
2020-12-24,10578,0.83,1692,2071,2451,3016,3325,4147,3359,3380,3908,4302
2020-12-25,10656,5.36,1869,2157,2149,2694,3099,3536,3919,4339,4117,4636
2020-12-26,10658,2.63,2100,2726,2603,3009,3656,4222,3196,3528,4563,4741
2020-12-27,9694,0.17,1950,1949,2732,2803,2719,3234,2972,3258,4261,4838
2020-12-28,9849,1.07,1760,2380,2382,2710,2350,2874,3659,4241,3829,4272
2020-12-29,10393,1.96,1912,2414,2570,3287,3146,3480,3951,4480,4153,4635
2020-12-30,10103,1.8,1995,2432,2866,2959,2954,3283,3256,3607,4870,5751
2020-12-31,7336,2.15,1674,2347,2448,2997,3141,3626,3658,4749,4263,4791
2021-01-01,9724,0.92,2295,2656,2468,3063,3256,4031,3262,4079,3961,4497
2021-01-02,8978,0.29,1868,2239,2501,2920,2542,2982,3827,4330,4372,4666
2021-01-03,10210,0.94,1978,2264,2367,2627,2913,3489,3814,4175,3461,3972
2021-01-04,13582,1.57,2310,2547,2394,3273,3175,3784,3608,4236,3684,3798
2021-01-05,10440,1.41,1962,2454,2269,2959,3076,3675,3159,3492,3435,3966
2021-01-06,9623,0.11,2294,3195,2628,2997,2947,3487,3619,4026,3525,4165
2021-01-07,11106,0.1,1691,2090,2478,2651,3221,3518,2995,3401,4004,4526
2021-01-08,10579,5.04,2129,2693,2679,3331,3298,4366,3500,3920,3586,4261
2021-01-09,10504,0.25,2251,2467,2806,3234,2384,2845,3258,3907,3698,3908
2021-01-10,10728,0.52,1751,2258,2184,2857,3472,4053,3530,4095,3485,3939
2021-01-11,12467,2.19,1946,2489,2248,2848,2633,3131,3510,3909,4139,4831
2021-01-12,8642,0.79,1952,2598,2707,3116,3178,3964,3543,3815,3632,3991
2021-01-13,10568,0.3,2062,2317,2423,2967,2900,3286,3037,3369,4261,4914
2021-01-14,8888,0.94,2142,2837,2524,3298,3376,3819,3146,3427,3958,4684
2021-01-15,10666,1.26,1726,1976,2525,2927,3216,3845,4033,4398,4418,4717
2021-01-16,8897,0.9,1981,2957,2215,2373,3176,3701,3751,4719,3892,4337
2021-01-17,9499,3.77,2477,2959,2651,3040,3066,3595,3588,3678,4260,4514
2021-01-18,9645,0.5,2316,3229,2574,3019,2838,3367,3038,3616,4061,4467
2021-01-19,11170,1.62,2238,3048,2197,2481,2702,3420,3592,4412,4182,4598
2021-01-20,11102,0.18,1942,2301,2450,3077,2585,3205,3606,4567,4284,4725
2021-01-21,8505,0.75,2638,2881,2467,3039,2812,3348,3368,3596,4055,4635
2021-01-22,10065,2.03,2308,2833,2724,3393,3273,3709,3145,3433,4114,4600
2021-01-23,9148,0.38,2011,2338,2851,3413,2699,3528,3301,3685,4168,4727
2021-01-24,8489,1.34,2066,2862,2497,2921,3362,3999,3802,4433,3516,4092
2021-01-25,9739,0.25,1862,2702,1995,2738,2692,3144,3728,3975,4110,4565
2021-01-26,9629,0.16,2118,2625,2717,3285,2950,3734,3793,4694,4251,4853
2021-01-27,12912,1.11,2177,2771,3159,3883,3135,3214,3670,3894,3975,4342
2021-01-28,10519,1.69,2210,2717,2715,3098,3307,3768,3224,3789,3593,4285
2021-01-29,8346,0.18,1945,2068,2418,3085,2890,3153,2998,3367,4149,4533
2021-01-30,9322,3.75,1557,2408,2620,3165,3144,3265,3480,3837,3579,3963
2021-01-31,11225,0.38,2072,2339,2740,3319,3063,3619,3789,4444,3495,3944
2021-02-01,12506,0.19,2212,2596,2533,3155,2925,3942,3801,4565,4348,4680
2021-02-02,8096,0.34,1706,2456,2894,3070,2688,3221,3190,3634,4156,4674
2021-02-03,7744,0.28,1972,2141,2160,2610,3132,3861,3599,4231,3759,4185
2021-02-04,12245,0.14,2402,2891,2378,2804,3008,3356,3281,3907,4127,4792
2021-02-05,10467,2.4,1638,2004,2637,3154,2904,3193,3417,3737,3940,4116
2021-02-06,8958,1.03,1914,2493,2709,3198,3034,3728,3117,3717,4241,4537
2021-02-07,10641,0.74,2446,2911,2335,2937,3171,3644,3711,3966,4915,5291
2021-02-08,6837,4.51,2047,2787,2364,2780,2496,2936,3651,4345,3734,4134
2021-02-09,10004,0.7,1842,2558,2300,2804,2836,3346,3144,3644,3894,4401
2021-02-10,10393,0.27,1997,2757,2276,2848,2707,3171,3405,4018,3646,4539
2021-02-11,11109,0.48,2247,2949,2655,3238,2730,3273,3034,3403,4313,4730
2021-02-12,8783,0.41,1938,2622,2488,2909,2763,3501,2991,3453,3931,4256
2021-02-13,10102,1.04,2179,2416,2889,3356,3329,4020,3105,3701,3933,4673
2021-02-14,8889,0.52,2070,3021,2171,2842,3099,3772,3504,3848,3872,4161
2021-02-15,10306,1.09,2095,2449,2452,2912,2670,3191,3345,3796,3824,4593
2021-02-16,8925,1.66,2198,2987,2720,2941,3055,3804,3512,4152,3842,4440
2021-02-17,9510,2.25,1911,2366,2603,3093,3128,4010,3337,3830,3883,4401
2021-02-18,8805,1.86,1716,2417,2170,2724,2892,3579,3734,4240,4235,5263
2021-02-19,10781,0.35,2142,2567,2845,3538,2613,3433,3392,3706,4278,4629
2021-02-20,11030,0.18,1960,2554,2528,3085,2673,2999,3828,4322,4047,4316
2021-02-21,9718,1.17,1865,2294,3075,3682,2524,3206,3355,4147,4432,4368
2021-02-22,10045,0.33,2157,2176,2460,2838,3641,4088,3675,4152,4188,4635
2021-02-23,8261,0.13,2383,2847,2847,3185,2481,2537,3477,3831,3811,4185
2021-02-24,9640,1.12,1953,2805,2392,2959,2623,3347,3129,3315,4262,4664
2021-02-25,9939,0.59,2002,2382,2429,3319,2992,3437,3963,4538,4280,4992
2021-02-26,13144,2.12,1645,2298,2648,3419,2451,3222,4027,4620,4051,4623
2021-02-27,8665,0.57,1933,2187,1989,2715,2652,3259,3476,3968,3915,4266
2021-02-28,11757,5.77,2066,2529,1894,2501,3034,3704,3431,3967,3595,4330
2021-03-01,11196,2.13,1993,2497,2296,2770,3060,3445,3780,3932,3858,4436
2021-03-02,10336,0.09,1891,2328,2110,2856,3122,3337,3489,4051,3443,4138
2021-03-03,12110,1.07,2217,2604,1823,2563,3214,3954,3707,4477,3894,4222
2021-03-04,10446,1.24,2017,2295,2722,3183,2987,3498,3574,3729,4014,4497
2021-03-05,10466,1.78,2776,3451,2262,2606,2793,3381,3549,4212,4325,4748
2021-03-06,9936,1.03,2062,2559,2396,2874,3137,3779,3304,3735,3841,4418
2021-03-07,11468,0.99,1176,1297,2541,3090,3417,3844,3317,4188,4075,4953
2021-03-08,11315,0.69,1666,1747,2651,3000,3185,3543,3815,4185,4342,4610
2021-03-09,9249,0.48,2159,2851,2584,2914,2740,3251,3933,4570,3658,4366
2021-03-10,8416,4.38,1807,2323,2560,3033,3184,3593,3548,4217,4169,4750
2021-03-11,9756,0.57,1825,2194,2640,3006,3167,3356,3882,4508,3502,3943
2021-03-12,9039,0.1,1628,2405,2350,2858,2628,2877,3266,3844,3713,4325
2021-03-13,9923,0.27,1856,2277,2286,3144,2930,3311,3660,3867,3741,3997
2021-03-14,11484,2.92,2058,2586,1804,2550,3169,3917,3423,3718,3792,4395
2021-03-15,9451,1.33,2115,2829,2691,3535,3348,3641,3507,4123,3785,4079
2021-03-16,9948,2.26,1694,2387,2294,2434,2806,3670,3427,4052,4101,4602
2021-03-17,10069,2.48,2241,2891,3095,3963,2562,2860,3435,3936,3937,3975
2021-03-18,11018,2.6,1642,2084,2721,3141,3152,3568,2715,3288,3689,4161
2021-03-19,7303,1.2,2131,2304,2785,3381,2925,2987,3113,4202,3543,4067
2021-03-20,9271,0.29,2101,2656,2711,3675,3071,3899,2971,3431,4203,4761
2021-03-21,10253,0.24,1719,2328,2659,3188,3057,3049,3355,3994,4287,4571
2021-03-22,11440,1.28,1684,1859,2642,2837,3044,3399,3181,3709,3997,4493
2021-03-23,9409,0.68,2114,2536,2670,2819,2875,3230,2979,3414,3160,3608
2021-03-24,7748,1.22,1832,2334,2552,3051,3271,3909,3193,4008,3847,4435
2021-03-25,10743,1.04,1942,2474,2315,2584,2745,3309,3435,4080,3795,4411
2021-03-26,9237,1.38,2206,2642,2146,2593,3079,3791,4392,4556,3844,4445
2021-03-27,8572,0.05,2143,2294,2626,3151,3117,3763,3455,3924,4394,4922
2021-03-28,9250,0.05,1725,2033,2887,3478,2941,3687,3387,3856,4201,4586
2021-03-29,9778,1.92,1983,2696,2462,2922,3237,3577,3081,3672,4237,5024
2021-03-30,9274,0.32,1719,2020,2545,3333,2860,3596,3172,3510,4318,4667
2021-03-31,7353,1.58,2260,2651,2104,2591,3689,4371,3760,4134,3881,4630
2021-04-01,11076,1.19,2460,2556,2363,2884,3070,3453,3926,4065,3898,3913
2021-04-02,11529,6.01,1746,2402,2131,2586,3371,3700,3222,3823,4025,4301
2021-04-03,10781,2.71,1990,2470,2152,2691,3266,3742,3548,3817,3829,4251
2021-04-04,8634,0.8,2275,2568,2529,3109,3427,3946,4266,4707,3823,4546
2021-04-05,9758,1.44,2007,2449,2482,3047,3026,3459,4067,4792,4252,4579
2021-04-06,9992,0.19,2168,3085,2736,3137,3338,3485,3574,4142,4174,4829
2021-04-07,10718,0.73,2015,2573,2729,3418,3436,4054,3213,3410,3375,3880
2021-04-08,10802,1.99,1682,2531,2237,2286,3086,3550,3197,3906,3943,4505
2021-04-09,9118,1.46,2035,2276,1919,2316,2790,3060,2857,3052,4352,4765
2021-04-10,10098,0.99,2338,2809,2215,2981,3548,3732,3494,4116,4234,4697
2021-04-11,10548,0.29,2094,2374,2286,3022,3005,3611,4025,4593,4032,4432
2021-04-12,11746,2.44,2487,2923,2665,3143,3023,3553,3290,4062,4459,5194
2021-04-13,10845,0.48,1468,1922,2683,2973,3081,3357,3414,3594,3877,4475
2021-04-14,10946,2.58,2113,2851,2486,2852,2765,3185,3477,4086,3928,4238
2021-04-15,10100,1.42,1805,2477,2722,3110,3102,3665,3503,4055,3381,4186
2021-04-16,11692,0.7,1737,2335,3268,3539,3104,3561,3227,3684,3996,4531
2021-04-17,10491,0.06,2400,2584,2464,3109,2996,3677,3453,3782,4561,5062
2021-04-18,8966,0.4,1923,2495,2430,2928,2980,3348,3593,3941,3996,4334
2021-04-19,11684,3.3,1894,2054,2247,3042,2933,3688,3639,4253,4063,4614
2021-04-20,10837,2.56,2103,2708,2595,2830,2885,3307,3602,4258,3945,4331
2021-04-21,9468,1.28,1354,1934,2841,3141,3217,3958,3260,4015,4136,4442
2021-04-22,9424,0.94,2406,2997,2350,2996,3087,3486,3480,3808,3801,4014
2021-04-23,10355,1.56,2571,3172,2382,3255,3279,3785,3593,4256,4534,5079
2021-04-24,10555,0.94,2274,3115,2343,2608,2843,3147,3812,4579,4326,4691
2021-04-25,10236,1.55,2123,2690,2154,2678,3338,4253,3657,4078,4212,4914
2021-04-26,10373,0.55,1935,2478,2540,2892,3267,3749,3185,3684,4351,5100
2021-04-27,12039,2.73,1677,2222,2550,2737,2927,3233,3520,4502,3991,4290
2021-04-28,11285,1.82,2358,2656,2487,2832,2800,3232,3621,3905,3800,4456
2021-04-29,10228,0.6,2274,2895,3051,3440,3178,3839,3643,3920,4111,4881
2021-04-30,11129,2.66,2135,2527,2620,3129,2524,2806,3683,4319,4358,5084
2021-05-01,8760,1.0,2100,2950,2165,2357,2875,3404,3663,4348,3915,4740
2021-05-02,10477,0.29,2090,2474,2689,3256,3082,3745,3031,3420,3910,4242
2021-05-03,12171,0.12,1842,2215,2398,3003,2955,3265,3196,3936,4035,4557
2021-05-04,9738,1.8,2750,3321,2401,2834,2678,3114,3854,4469,3406,3559
2021-05-05,8982,3.01,1914,2233,2447,3418,3027,3446,3208,3767,3688,4391
2021-05-06,9217,2.47,1871,2280,2414,3180,2700,2977,3587,4287,3827,4382
2021-05-07,8692,1.6,2336,2955,2580,3523,3078,3198,3313,3843,4353,4931
2021-05-08,9058,0.23,1991,2662,3134,3523,2882,3617,3796,4380,4122,4456
2021-05-09,9555,0.15,1994,2580,2389,3010,2958,3602,3825,4066,3685,4114
2021-05-10,8313,0.63,2424,2779,2526,3048,2753,3499,3223,3838,4101,4390
2021-05-11,10018,2.9,2203,2879,2570,3002,3232,3687,3710,3877,4030,4246
2021-05-12,11082,4.89,2218,2369,2346,2865,2956,3535,3760,3987,3846,4384
2021-05-13,8910,0.41,1574,1867,2379,2699,2778,3337,3675,4159,3815,4435
2021-05-14,11823,2.15,2120,2692,2798,3213,2963,3489,3429,3808,4710,5034
2021-05-15,10612,1.28,1698,2080,2346,2719,3520,3351,2983,3888,3465,4070
2021-05-16,11236,0.05,1863,2337,2233,2864,3100,3629,3849,4259,3833,4453
2021-05-17,9210,1.17,2052,2701,3034,3353,3322,3789,3313,4118,4244,4401
2021-05-18,11025,2.46,1989,2417,2138,2675,2516,2740,3432,3711,3739,4030
2021-05-19,8689,0.48,2196,2625,2765,3138,2940,3114,3640,3809,3835,4570
2021-05-20,11068,3.41,2231,2523,2439,3041,2700,3264,3196,3774,3644,4392
2021-05-21,10206,0.4,2253,2826,2135,2649,2844,3363,3165,3765,4075,4716
2021-05-22,10663,0.12,1596,2223,2386,2801,2770,3330,3243,3583,4109,4647
2021-05-23,8589,0.26,2708,3494,2432,3105,3386,4109,3222,3748,3675,4135
2021-05-24,8925,2.72,1992,2210,2010,2261,3215,3988,3171,3733,4433,4834
2021-05-25,10716,0.81,2363,2647,2628,3037,2773,3103,3497,4718,3710,3974
2021-05-26,8861,2.39,1245,1507,2598,2924,2860,3303,3563,3995,4136,4864
2021-05-27,10555,1.14,1920,2173,2395,2490,3108,3742,3291,3919,3615,4070
2021-05-28,8359,0.98,1561,2293,2642,2991,3267,4105,3517,3730,4166,4505
2021-05-29,11017,2.47,1741,1970,2561,2937,3312,4076,2677,3039,4154,4387
2021-05-30,8520,0.83,2015,2338,2888,3413,3190,3634,3587,4281,3780,4298
2021-05-31,10662,2.43,1899,2377,2176,2678,3544,4040,3520,4238,4113,4664
2021-06-01,10750,0.16,2394,2736,2412,3103,3128,3765,3827,4096,4103,4376
2021-06-02,9163,1.52,2530,3226,2800,3407,2866,3232,3612,4110,3931,4131
2021-06-03,10698,1.82,1709,2262,2662,3178,2755,3553,3662,4272,4248,4660
2021-06-04,10312,3.44,1853,2274,1809,2510,2676,3353,3289,3919,3732,4472
2021-06-05,9353,0.38,1690,2416,1999,2245,2637,3005,2972,3162,4372,5072
2021-06-06,8789,1.39,2346,2999,2500,3147,3202,3795,3495,4122,4163,4567
2021-06-07,7644,0.85,2047,2816,2991,3493,3477,4251,3038,3550,3617,4179
2021-06-08,10419,0.72,2009,2145,2370,3123,3031,3684,3517,4158,4167,4519
2021-06-09,8122,0.17,2093,2582,2694,3334,3548,4027,3645,4022,3935,4558
2021-06-10,10114,0.22,1906,2339,2524,2647,3008,3404,3467,4082,3824,4245
2021-06-11,9683,2.72,1743,2222,2673,2925,3182,3511,3206,3693,4230,4945
2021-06-12,10814,2.08,2015,2566,2821,3211,2525,3304,4019,4546,4313,4805
2021-06-13,9637,0.72,1919,2470,2783,3129,3243,3261,3412,3870,3301,3535
2021-06-14,9604,2.64,2104,2683,2772,3005,2808,2900,3800,4576,3983,4134
2021-06-15,10878,0.13,1510,1955,2315,2639,3249,3985,3963,4096,3960,4214
2021-06-16,10402,1.47,2055,2485,2454,2653,3384,3757,3887,4507,3841,4528
2021-06-17,10379,3.04,1793,2317,2655,3254,3091,3294,3702,4116,4058,4290
2021-06-18,10563,2.74,2045,2353,2644,3212,3129,3717,4023,4928,4312,4753
2021-06-19,8157,0.7,2271,2863,2678,3098,3035,3558,3607,4015,3611,4394
2021-06-20,10908,2.05,1833,2594,1969,2875,3191,3617,3802,4427,3775,4463
2021-06-21,10734,0.84,2359,3129,2859,3057,3561,3941,3563,3947,3780,4098
2021-06-22,8779,2.75,1477,1853,1989,2688,3003,3549,3244,3638,4172,4403
2021-06-23,9707,1.13,2463,2812,2274,2823,3049,3818,3555,4459,3829,4518
2021-06-24,9952,2.17,2371,2908,2558,2733,2466,2899,3070,3520,4229,5234
2021-06-25,9838,0.12,1734,2520,2491,3096,3126,3488,3531,4157,4275,4704
2021-06-26,10400,1.34,1736,2073,2925,3507,2765,3475,3388,3673,3936,4223
2021-06-27,11717,1.2,1551,2065,2148,2792,2940,3017,3765,4600,4055,4781
2021-06-28,11298,1.41,2276,2548,2390,2820,3143,3648,3906,4287,3959,4667
2021-06-29,8425,1.78,1900,2939,1909,2245,2515,3025,3177,3467,4610,4955
2021-06-30,10746,3.75,1878,2411,2539,2931,3139,3905,3619,3770,3713,4143
2021-07-01,11594,2.31,1663,2539,2437,3064,3075,3912,3623,4275,3548,4144
2021-07-02,10464,0.37,2543,2969,2128,2412,3210,3838,3897,4804,3218,3707
2021-07-03,11309,2.62,1708,2431,2892,3405,2808,3643,3769,4299,4064,4977
2021-07-04,12414,0.2,2007,2382,2823,3617,3333,4155,3836,4307,4071,4210
2021-07-05,11228,1.46,2064,2682,2521,3118,3091,3502,3617,4362,3659,4419
2021-07-06,10299,3.22,1880,2319,2841,3441,2786,3300,3136,3459,3771,4237
2021-07-07,11254,0.16,1819,2215,2472,3201,2589,2855,3284,4038,4296,4590
2021-07-08,10173,2.84,1889,2474,2714,3306,2837,3105,3629,3824,4246,4907
2021-07-09,10028,2.4,2169,2662,2758,3273,3261,3651,3121,3785,3928,4380
2021-07-10,9578,1.05,1895,2121,2179,2565,3133,3683,3347,3603,3864,4551
2021-07-11,11876,0.55,2487,2928,2629,3013,2356,2911,3391,4091,3851,4568
2021-07-12,9017,0.78,1766,1962,2550,3236,2900,3215,3469,3970,4106,4551
2021-07-13,11838,5.19,2226,2601,2192,2704,3037,3456,3616,4162,4111,4322
2021-07-14,10599,0.34,1473,1871,2116,2437,3572,4099,3595,4385,4238,5073
2021-07-15,8320,1.3,1766,2291,2649,3228,3386,3810,3683,4440,4203,4627
2021-07-16,10441,0.13,1755,2201,2415,3251,2946,3365,3222,3730,3765,4071
2021-07-17,7479,0.37,1668,2332,2060,2239,3054,3682,3382,3933,4034,4340
2021-07-18,10750,2.16,2085,2778,2673,3168,2591,2990,3638,4065,4142,4747
2021-07-19,11062,0.54,1966,2539,2780,3238,2211,2586,3157,3885,3839,4740
2021-07-20,9289,6.38,1316,1995,2148,2929,2880,3463,3725,4662,3996,4728
2021-07-21,10148,1.04,2598,2929,2499,2988,3300,3855,3533,3874,3803,3982
2021-07-22,12344,1.09,2052,2861,2955,3478,3054,3606,3107,3425,3743,4366
2021-07-23,9393,0.06,2000,2232,2226,2768,2775,3508,3752,3968,3626,4201
2021-07-24,8729,4.7,2393,2655,3012,3664,3273,3257,3570,3875,3653,4182
2021-07-25,11777,0.29,2296,2907,2402,3066,3538,4373,4042,4812,3881,4062
2021-07-26,12355,1.16,1910,2751,2478,2837,2553,3259,3843,4195,3813,4404
2021-07-27,10004,0.76,1414,1926,2081,2325,2984,3423,3013,3465,4265,5144
2021-07-28,11213,0.81,2169,2985,2092,2297,2840,3287,3419,4061,3779,4231
2021-07-29,11609,1.55,1711,2154,2303,2740,3013,3240,3546,4115,3952,4398
2021-07-30,9109,1.63,2371,2791,2765,3530,2863,3310,3582,4420,4060,4522
2021-07-31,9417,0.25,1767,2366,3202,3456,3837,4419,3221,3653,3746,4061
2021-08-01,11477,1.04,1864,2460,3281,4193,2964,3500,3525,4026,3885,4110
2021-08-02,12022,2.34,1597,2533,2463,3036,3090,3754,3416,3843,3187,3664
2021-08-03,10675,0.88,1621,2075,2393,2529,3050,3343,3245,3907,4321,4736
2021-08-04,8944,0.27,1967,2276,2204,2574,2624,3005,3351,3947,4090,4430
2021-08-05,12384,0.56,1939,2455,2834,3432,3061,3590,3357,3745,4841,5330
2021-08-06,9362,0.36,1857,2432,2282,2943,2558,3494,4052,3917,3960,4485
2021-08-07,9597,0.2,2615,3310,2428,2522,3540,4142,3851,4386,4194,4823
2021-08-08,10410,0.71,2181,2640,2649,3467,3270,3700,3587,3979,4287,4937
2021-08-09,11864,1.17,2003,2186,2635,3248,2826,3504,2994,3367,4054,4095
2021-08-10,11024,0.11,1172,1806,2316,2874,2949,3617,3922,4217,3552,4104
2021-08-11,10497,1.39,2247,2633,2471,3504,3307,3967,2892,3449,4639,5330
2021-08-12,10555,7.45,2898,3603,2324,2711,3081,3479,3114,3505,3936,4456
2021-08-13,10052,4.99,1943,2583,2250,2644,2504,3110,3044,3574,3893,4321
2021-08-14,10669,2.65,1756,2172,2192,3105,3050,3536,3218,3853,4044,4799
2021-08-15,6964,0.46,2048,2418,2058,2440,3325,3979,4004,4613,4501,5133
2021-08-16,9644,0.03,1570,1939,2608,3107,2299,2843,3734,4486,4256,4880
2021-08-17,10289,2.69,2138,2688,2427,2558,3041,3855,3577,3841,4269,4897
2021-08-18,8618,0.09,2450,3033,2159,2998,2749,3032,3502,3951,3935,4377
2021-08-19,10463,0.35,1798,2276,2131,2469,3380,3810,3218,3431,4454,5066
2021-08-20,9754,1.18,1808,2341,2126,2700,2864,3228,3746,4276,3931,4323
2021-08-21,12106,0.29,1976,2842,2316,3003,2833,3261,3937,4603,3588,4192
2021-08-22,11887,2.69,1849,2698,2837,3278,3248,3986,3769,4147,3979,4953
2021-08-23,9441,2.25,1546,1906,2295,3008,2730,3018,3686,4233,3997,4670
2021-08-24,9818,2.11,1884,2615,2667,2879,3025,3626,3802,4795,3705,4313
2021-08-25,9911,2.54,1823,2324,2968,3533,3084,3597,3520,3889,3821,3970
2021-08-26,9458,0.37,2409,2755,2550,3053,2941,2844,2903,3402,3790,4496
2021-08-27,10234,1.96,2346,3046,2270,3161,2608,3062,3842,3924,4377,4647
2021-08-28,9090,0.66,2419,2794,2473,3062,2738,3037,3186,3780,3870,4056
2021-08-29,8643,1.65,2240,2614,2486,2847,2960,3085,3508,3851,4191,5082
2021-08-30,10747,0.2,2061,2254,3018,3726,2431,3014,4044,4623,4224,4775
2021-08-31,10755,1.83,1737,2217,1980,2490,3025,3594,3492,4033,4274,4838
2021-09-01,9034,5.37,2397,2741,2834,3440,2921,3723,3991,4271,4198,4883
2021-09-02,11074,0.07,2104,2899,1977,2495,3171,3529,3545,4276,4094,4999
2021-09-03,9242,0.15,1625,2106,2743,3158,3194,3498,3249,4096,3281,3715
2021-09-04,10303,0.2,1725,2231,2377,2950,2663,3261,3476,4039,3462,4053
2021-09-05,10984,0.84,1620,2021,3047,3487,2844,3385,3339,4071,3743,4304
2021-09-06,9959,0.52,1384,1727,2702,3549,2721,3317,3826,4288,3822,4456
2021-09-07,10545,2.47,2116,2421,2672,2797,2842,3269,3445,3842,3800,4254
2021-09-08,9380,0.96,1628,2617,2217,2754,2924,3310,3715,4571,4047,4570
2021-09-09,9764,0.99,1773,2257,3041,3328,3335,3691,3617,3812,4042,4762
2021-09-10,9752,1.89,2011,2381,3344,3778,2821,3349,2948,3478,3553,3893
2021-09-11,9104,0.67,1943,2465,3103,3444,3265,3933,3277,3841,4254,4936
2021-09-12,9787,0.65,1785,2365,2199,2683,3078,3597,3514,3860,4093,4482
2021-09-13,8141,2.12,2455,2735,2443,2732,3415,3977,3393,3954,3913,4508
2021-09-14,9410,2.27,1542,1898,2143,2624,2893,3098,3547,4559,4004,4450
2021-09-15,9658,0.02,1554,2149,2317,2756,2755,3244,3668,4108,4352,5043
2021-09-16,9692,0.23,2137,2523,2585,3052,3043,3498,3824,4199,4031,4505
2021-09-17,9710,0.36,1812,2059,2718,3405,2517,2897,3599,4390,4171,4789
2021-09-18,9925,0.65,1800,2188,2659,3082,3047,3701,3535,4192,3595,4050
